Entity_A,Entity_B,Type,Score
RPL24,ABH1,protein-protein,0.474
ERDJ2A,RH56,protein-protein,0.535
ERDJ2A,PRP38,protein-protein,0.563
ERDJ2A,ESP3,protein-protein,0.575
ERDJ2A,HEN2,protein-protein,0.577
ERDJ2A,ABH1,protein-protein,0.834
ERDJ2A,PRP40C,protein-protein,0.867
ERDJ2A,LSM2,protein-protein,0.88
ERDJ2A,SMD1B,protein-protein,0.888
ERDJ2A,SMD3B,protein-protein,0.888
ERDJ2A,ATO,protein-protein,0.899
ERDJ2A,YLS8,protein-protein,0.904
ERDJ2A,PRP8A,protein-protein,0.967
ERDJ2A,STA1,protein-protein,0.975
LSM2,RH56,protein-protein,0.486
LSM2,PRP40C,protein-protein,0.632
LSM2,ABH1,protein-protein,0.836
LSM2,PRP38,protein-protein,0.838
LSM2,PRP8A,protein-protein,0.941
LSM2,ATO,protein-protein,0.972
LSM2,YLS8,protein-protein,0.977
LSM2,SMD3B,protein-protein,0.99
LSM2,SMD1B,protein-protein,0.992
LSM2,STA1,protein-protein,0.996
LSM2,LSM1B,protein-protein,0.997
SCE1,NOP5-2,protein-protein,0.721
SCE1,PRP40C,protein-protein,0.907
APK1,NOP5-2,protein-protein,0.419
NRPE1,RH56,protein-protein,0.498
MPA1,NRPA1,protein-protein,0.409
PRP38,ESP3,protein-protein,0.406
PRP38,RH56,protein-protein,0.609
PRP38,SMD1B,protein-protein,0.616
PRP38,HEN2,protein-protein,0.696
PRP38,SMD3B,protein-protein,0.723
PRP38,YLS8,protein-protein,0.853
PRP38,PRP8A,protein-protein,0.937
PRP38,ATO,protein-protein,0.97
PRP38,STA1,protein-protein,0.977
PRP38,PRP40C,protein-protein,0.998
LSM1B,RH56,protein-protein,0.548
LSM1B,UPF3,protein-protein,0.569
ESP3,NOP5-2,protein-protein,0.412
ESP3,UPF3,protein-protein,0.453
ESP3,ABH1,protein-protein,0.487
ESP3,PWP2,protein-protein,0.547
ESP3,STA1,protein-protein,0.661
ESP3,HEN2,protein-protein,0.676
ESP3,RH56,protein-protein,0.682
ESP3,SMD3B,protein-protein,0.817
ESP3,SMD1B,protein-protein,0.918
ESP3,ATO,protein-protein,0.932
ESP3,PRP8A,protein-protein,0.998
FIB2,PRP8A,protein-protein,0.527
FIB2,SMD1B,protein-protein,0.681
NUG2,ATO,protein-protein,0.677
YLS8,HEN2,protein-protein,0.601
YLS8,RH56,protein-protein,0.605
YLS8,ATO,protein-protein,0.919
YLS8,SMD1B,protein-protein,0.961
YLS8,SMD3B,protein-protein,0.986
YLS8,PRP8A,protein-protein,0.987
YLS8,STA1,protein-protein,0.996
FIB1,SMD1B,protein-protein,0.405
ATO,RH56,protein-protein,0.486
ATO,ABH1,protein-protein,0.949
ATO,SMD1B,protein-protein,0.98
ATO,STA1,protein-protein,0.997
UPF3,RH56,protein-protein,0.822
UPF3,HEN2,protein-protein,0.825
UPF3,ABH1,protein-protein,0.991
RH56,RPL3B,protein-protein,0.44
RH56,NOP5-2,protein-protein,0.518
RH56,PRP8A,protein-protein,0.542
RH56,SMD1B,protein-protein,0.555
RH56,SMD3B,protein-protein,0.569
RH56,PRP40C,protein-protein,0.7
RH56,HEN2,protein-protein,0.713
RH56,STA1,protein-protein,0.759
RH56,ABH1,protein-protein,0.852
SMD3B,PRP40C,protein-protein,0.698
SMD3B,PRP8A,protein-protein,0.985
SMD3B,STA1,protein-protein,0.994
RPL3B,ABH1,protein-protein,0.414
PRP40C,ABH1,protein-protein,0.664
PRP40C,HEN2,protein-protein,0.703
PRP40C,SMD1B,protein-protein,0.927
ABH1,STA1,protein-protein,0.734
ABH1,PRP8A,protein-protein,0.937
PRP8A,STA1,protein-protein,0.996
PRP8A,SMD1B,protein-protein,0.996
SMD1B,STA1,protein-protein,0.99
STA1,HEN2,protein-protein,0.726
GSTF6,APX3,protein-protein,0.412
GSH2,DHDPS2,protein-protein,0.473
GSH2,AKR4C9,protein-protein,0.473
KPHMT2,MTN1,protein-protein,0.4
NTRC,SAE1B-2,protein-protein,0.502
NTRC,SAE2,protein-protein,0.502
NTRC,NFS2,protein-protein,0.917
MOCS2,NIR1,protein-protein,0.419
MOCS2,NCS6,protein-protein,0.446
MOCS2,SOX,protein-protein,0.69
MOCS2,NIFS1,protein-protein,0.754
MOCS2,SAE2,protein-protein,0.821
MOCS2,SAE1B-2,protein-protein,0.821
NIFS1,NFS2,protein-protein,0.443
NIFS1,NCS6,protein-protein,0.683
NIFS1,MOCS3,protein-protein,0.986
STR1,NCS6,protein-protein,0.425
STR1,UVH1,protein-protein,0.431
STR1,NFS2,protein-protein,0.435
STR1,SRT1,protein-protein,0.477
STR1,SAE1B-2,protein-protein,0.542
STR1,SAE2,protein-protein,0.542
STR1,GK-2,protein-protein,0.572
STR1,GK3,protein-protein,0.59
STR1,KPHMT2,protein-protein,0.592
STR1,KPHMT1,protein-protein,0.594
STR1,PK,protein-protein,0.601
NCS6,STR2,protein-protein,0.425
NCS6,MOCS3,protein-protein,0.954
SAE1B-2,HAC1,protein-protein,0.422
SAE1B-2,ABA3,protein-protein,0.424
SAE1B-2,STR2,protein-protein,0.542
STR2,NFS2,protein-protein,0.429
STR2,UVH1,protein-protein,0.495
STR2,SAE2,protein-protein,0.542
NIR1,MOCS3,protein-protein,0.533
NIR1,SOX,protein-protein,0.536
HAC1,GLY3,protein-protein,0.412
HAC1,SAE2,protein-protein,0.422
NFS2,MOCS3,protein-protein,0.487
NFS2,ABA3,protein-protein,0.672
ABA3,SAE2,protein-protein,0.438
GLY3,SOX,protein-protein,0.936
SOX,MOCS3,protein-protein,0.441
HPD,ACS7,protein-protein,0.545
SAMDC4,LHCB5,protein-protein,0.436
USP,ACS7,protein-protein,0.534
TYRAAT2,ACS7,protein-protein,0.45
ACS7,LHCB5,protein-protein,0.422
SAMDC4,PGD2,protein-protein,0.442
SAMDC4,AHG1,protein-protein,0.465
SAMDC4,ADK,protein-protein,0.472
AHG1,PGD2,protein-protein,0.482
NMNAT,PUR5,protein-protein,0.528
NMNAT,PUR2,protein-protein,0.528
NMNAT,EMB3004,protein-protein,0.745
NMNAT,DHQS,protein-protein,0.745
TRPA1,TUFA,protein-protein,0.418
TRPA1,PDE338,protein-protein,0.522
TRPA1,RPS1,protein-protein,0.556
GDCST,ADT2,protein-protein,0.614
THIC,PK,protein-protein,0.71
TSB1,ADT1,protein-protein,0.436
TSB1,ADT2,protein-protein,0.452
PUR2,PDE338,protein-protein,0.401
PUR2,RPS1,protein-protein,0.412
PUR5,RPS1,protein-protein,0.4
UPM1,PSAT1,protein-protein,0.408
NAPRT2,HISN4,protein-protein,0.44
HISN1B,RPS1,protein-protein,0.404
GPAT9,PSAT1,protein-protein,0.401
PGLP2,HPR3,protein-protein,0.937
LPAT4,PSAT1,protein-protein,0.401
LPAT2,PSAT1,protein-protein,0.401
NAPRT1,HISN4,protein-protein,0.445
LPEAT2,PSAT1,protein-protein,0.401
DHQS,ADT1,protein-protein,0.687
DHQS,ADT2,protein-protein,0.737
PK,PSAT1,protein-protein,0.446
RPS1,PSAT1,protein-protein,0.486
PSAT1,LPAT5,protein-protein,0.401
PSAT1,PDE338,protein-protein,0.486
PSAT1,ADT1,protein-protein,0.598
PSAT1,ADT2,protein-protein,0.617
DHAD,ADT2,protein-protein,0.488
ADT1,EMB3004,protein-protein,0.594
GCH1,ENO3,protein-protein,0.446
EMB3004,ADT2,protein-protein,0.69
URM1-2,SAT2,protein-protein,0.482
APS3,SAT2,protein-protein,0.463
VHA-a1,SAT2,protein-protein,0.401
SAT2,VHA-a3,protein-protein,0.401
SAT2,VHA-a2,protein-protein,0.401
SAT2,PEX10,protein-protein,0.488
HPD,ACS5,protein-protein,0.545
ACS5,USP,protein-protein,0.408
ACS5,TYRAAT2,protein-protein,0.45
RBOHC,STR2,protein-protein,0.41
RPL4,PGDH3,protein-protein,0.4
UKL4,PGDH3,protein-protein,0.405
UKL4,PYRB,protein-protein,0.781
ALDH2C4,NADK2,protein-protein,0.498
ALDH3H1,NADK2,protein-protein,0.524
NADK2,ALDH10A8,protein-protein,0.506
NADK2,ALDH2B4,protein-protein,0.513
NHD1,PGDH3,protein-protein,0.656
NUA,SUN1,protein-protein,0.439
NUA,NUP133,protein-protein,0.44
NUP155,SUN1,protein-protein,0.62
NUP155,NUP133,protein-protein,0.667
NUP133,SUN1,protein-protein,0.405
NUP133,NUP205,protein-protein,0.67
NUP133,RAE1,protein-protein,0.703
NUP133,NUP88,protein-protein,0.784
NUP133,NUP85,protein-protein,0.992
NUP205,SUN1,protein-protein,0.432
GB210,SUN1,protein-protein,0.457
GB210,NUP85,protein-protein,0.94
NUP93A,PUX3,protein-protein,0.54
NUP93A,SUN1,protein-protein,0.72
NUP93A,PUX4,protein-protein,0.784
KIN14C,SUN1,protein-protein,0.784
XI-I,NUP88,protein-protein,0.406
XI-I,GCP3,protein-protein,0.64
XI-I,SUN1,protein-protein,0.764
RAE1,SUN1,protein-protein,0.639
PUX4,SUN1,protein-protein,0.736
NUP85,SUN1,protein-protein,0.409
NUP85,RANGAP1,protein-protein,0.805
NUP85,NUP88,protein-protein,0.998
LAP2,SUN1,protein-protein,0.473
SUN1,MLH1,protein-protein,0.415
SUN1,PUX3,protein-protein,0.719
SUN1,NUP88,protein-protein,0.719
SUN1,KU70,protein-protein,0.74
SUN1,KU80,protein-protein,0.762
SUN1,GCP3,protein-protein,0.854
SUN1,RANGAP1,protein-protein,0.892
NUP88,GCP3,protein-protein,0.515
PYR4,OVA1,protein-protein,0.442
PYR4,PYRE-F,protein-protein,0.9
AK2,DAPB2,protein-protein,0.597
PAF2,LYSA2,protein-protein,0.593
PAF2,LYSA1,protein-protein,0.593
PBD1,LYSA2,protein-protein,0.663
PBD1,LYSA1,protein-protein,0.664
PAG1,DAPB2,protein-protein,0.481
PAG1,LYSA2,protein-protein,0.602
PAG1,LYSA1,protein-protein,0.606
RPN8A,LYSA1,protein-protein,0.608
RPN8A,LYSA2,protein-protein,0.608
RPN2A,LYSA2,protein-protein,0.595
PAA1,IPMS2,protein-protein,0.438
PAA1,LYSA2,protein-protein,0.578
PAA1,LYSA1,protein-protein,0.578
PAC1,PGI1,protein-protein,0.489
PAC1,LYSA2,protein-protein,0.602
PAC1,LYSA1,protein-protein,0.603
HISN3,OVA1,protein-protein,0.41
HISN6B,OVA1,protein-protein,0.414
PAD1,LYSA2,protein-protein,0.581
PAD1,LYSA1,protein-protein,0.585
PYRD,OVA1,protein-protein,0.523
PBF1,LYSA1,protein-protein,0.559
PBF1,LYSA2,protein-protein,0.566
RPN10,LYSA2,protein-protein,0.624
RPN10,LYSA1,protein-protein,0.628
RPN1B,LYSA2,protein-protein,0.468
PBG1,LYSA2,protein-protein,0.615
PBG1,LYSA1,protein-protein,0.617
PBB2,LYSA2,protein-protein,0.574
PBB2,LYSA1,protein-protein,0.576
RPN9B,LYSA2,protein-protein,0.6
RPN9B,LYSA1,protein-protein,0.6
DAPB2,DAPF,protein-protein,0.574
DAPB2,AK3,protein-protein,0.597
DAPB2,LYSA1,protein-protein,0.816
DAPB2,LYSA2,protein-protein,0.822
DAPB2,DAP,protein-protein,0.949
DAPB2,DHDPS2,protein-protein,0.988
PBA1,LYSA2,protein-protein,0.619
PBA1,LYSA1,protein-protein,0.624
RPN7,LYSA2,protein-protein,0.614
RPN7,LYSA1,protein-protein,0.617
DAP,HPR,protein-protein,0.542
DAP,DHDPS2,protein-protein,0.756
XK2,GLPK,protein-protein,0.421
LYSA1,RPN11,protein-protein,0.486
LYSA1,RPN1A,protein-protein,0.494
LYSA1,GLPK,protein-protein,0.502
LYSA1,RPT4B,protein-protein,0.503
LYSA1,RPN12A,protein-protein,0.588
LYSA1,RPN5A,protein-protein,0.592
LYSA1,PBC1,protein-protein,0.609
LYSA1,RPN6,protein-protein,0.645
LYSA1,RPT5A,protein-protein,0.653
LYSA1,RPT6B,protein-protein,0.671
LYSA1,RPT6A,protein-protein,0.671
LYSA1,RPT2B,protein-protein,0.676
LYSA2,RPN1A,protein-protein,0.465
LYSA2,RPN11,protein-protein,0.476
LYSA2,RPT4B,protein-protein,0.487
LYSA2,GLPK,protein-protein,0.502
LYSA2,RPN12A,protein-protein,0.582
LYSA2,RPN5A,protein-protein,0.591
LYSA2,PBC1,protein-protein,0.596
LYSA2,RPT2B,protein-protein,0.669
LYSA2,RPT6B,protein-protein,0.671
LYSA2,RPN6,protein-protein,0.672
LYSA2,RPT6A,protein-protein,0.676
LYSA2,RPT5A,protein-protein,0.681
RPT6B,XYLA,protein-protein,0.762
IPMS2,PBC1,protein-protein,0.483
RPT6A,XYLA,protein-protein,0.504
ISS1,TYRAAT2,protein-protein,0.488
XYLA,RPT2B,protein-protein,0.504
XYLA,RPT2A,protein-protein,0.504
XYLA,GLPK,protein-protein,0.527
DHDPS2,MitHPPK/DHPS,protein-protein,0.926
OVA1,MGL,protein-protein,0.919
EMB2369,QPT,protein-protein,0.424
PURU2,FUM1,protein-protein,0.824
PURU2,FUM2,protein-protein,0.83
TH2,NUDT14,protein-protein,0.402
TH2,DCP2,protein-protein,0.403
TRPA1,AMI1,protein-protein,0.679
MGD2,LPXA,protein-protein,0.41
MGD2,DAPF,protein-protein,0.452
TSB1,AMI1,protein-protein,0.719
IGPS,OVA4,protein-protein,0.494
PAT1,OVA4,protein-protein,0.464
GSA2,OVA4,protein-protein,0.434
SIRB,DAPF,protein-protein,0.403
DCP2,NUDT14,protein-protein,0.464
DCP2,DAPF,protein-protein,0.605
OVA4,IPMS2,protein-protein,0.422
OVA4,EMB2369,protein-protein,0.968
DAPF,NUDT14,protein-protein,0.451
DAPF,LPXA,protein-protein,0.494
PAF2,SR,protein-protein,0.424
ADH1,ALDH10A8,protein-protein,0.485
ADH1,ALDH2C4,protein-protein,0.568
ADH1,ALDH3F1,protein-protein,0.848
ADH1,ALDH3H1,protein-protein,0.86
ADH1,ALDH7B4,protein-protein,0.866
SR,SR45A,protein-protein,0.435
EMB1027,PBD1,protein-protein,0.5
AK2,DHS2,protein-protein,0.519
RPN8A,RPS4B,protein-protein,0.495
RPS4B,DHAD,protein-protein,0.453
RPS4B,RPN11,protein-protein,0.53
RPS4B,LYSA1,protein-protein,0.561
RPS4B,PUR5,protein-protein,0.805
IGPS,DHS2,protein-protein,0.432
DHS2,LYSA1,protein-protein,0.436
DHS2,AK3,protein-protein,0.522
ASE2,QPT,protein-protein,0.424
ALATS,NAD-ME2,protein-protein,0.472
ALATS,NADP-ME4,protein-protein,0.524
ALATS,NAD-ME1,protein-protein,0.543
NAD-ME2,APC8,protein-protein,0.468
DLD,DIT1,protein-protein,0.548
NADP-ME4,APC8,protein-protein,0.468
DIT1,PUMP5,protein-protein,0.717
NAD-ME1,APC8,protein-protein,0.5
BASS4,PPT1,protein-protein,0.54
BASS4,PPT2,protein-protein,0.676
BASS4,DIT2-1,protein-protein,0.69
PPDK,PPT2,protein-protein,0.473
PPDK,PPT1,protein-protein,0.628
PPDK,NHD1,protein-protein,0.757
RP1,GLYK,protein-protein,0.431
RP1,PPT2,protein-protein,0.488
RP1,PPT1,protein-protein,0.603
RP1,NHD1,protein-protein,0.754
FUM1,DIT2-1,protein-protein,0.511
NIR1,FY,protein-protein,0.453
PPT2,DIT1,protein-protein,0.617
PPT2,DIT2-1,protein-protein,0.728
PPT1,DIT1,protein-protein,0.592
PPT1,DIT2-1,protein-protein,0.756
GLYK,DIT1,protein-protein,0.781
GLYK,DIT2-1,protein-protein,0.8
DLD,DIT2-1,protein-protein,0.591
IPMS2,DIT2-1,protein-protein,0.455
UKL1,DIT2-1,protein-protein,0.414
DIT2-1,PUMP5,protein-protein,0.601
DIT2-1,NHD1,protein-protein,0.739
NHD1,DIT1,protein-protein,0.569
RPL28,DIT1,protein-protein,0.443
NADK2,DIT1,protein-protein,0.446
XTH23,PUMP5,protein-protein,0.507
NDA1,PUMP5,protein-protein,0.541
PNC2,PUMP5,protein-protein,0.474
PNC2,PUMP4,protein-protein,0.552
NDB2,PUMP5,protein-protein,0.529
GILP,PUMP5,protein-protein,0.445
BCA5,PUMP5,protein-protein,0.54
TIFY10A,PUMP4,protein-protein,0.505
PUMP4,PDX12,protein-protein,0.439
BARD1,UBC35,protein-protein,0.403
BARD1,VPS25,protein-protein,0.403
BARD1,UBC11,protein-protein,0.403
BARD1,UBC10,protein-protein,0.403
BARD1,UBC37,protein-protein,0.406
BARD1,UBC27,protein-protein,0.487
KIN5A,MCM2,protein-protein,0.41
KIN5A,EXO1,protein-protein,0.419
KIN5A,PCNA,protein-protein,0.429
KIN5A,POLA,protein-protein,0.454
KIN5A,RNR2A,protein-protein,0.462
KIN5A,MCM6,protein-protein,0.516
KIN5A,MCM7,protein-protein,0.569
KIN5A,MCM4,protein-protein,0.579
KIN5A,MCM3,protein-protein,0.629
KIN5A,MCM5,protein-protein,0.643
KIN5A,ATR,protein-protein,0.726
PIAL2,UBC32,protein-protein,0.507
PIAL2,UBC26,protein-protein,0.507
PIAL2,UBC27,protein-protein,0.507
PIAL2,VPS25,protein-protein,0.507
PIAL2,UBC23,protein-protein,0.507
PIAL2,UBC7,protein-protein,0.507
PIAL2,UBC11,protein-protein,0.507
PIAL2,UBC37,protein-protein,0.507
PIAL2,UBC10,protein-protein,0.507
PIAL2,UBC22,protein-protein,0.507
PIAL2,UBC16,protein-protein,0.508
PIAL2,UBC24,protein-protein,0.509
PIAL2,UBC25,protein-protein,0.523
MCM6,KIN5B,protein-protein,0.502
MCM6,KIN5C,protein-protein,0.519
FANCM,RUB2,protein-protein,0.413
FANCM,RPA1C,protein-protein,0.589
HEME2,PCNA,protein-protein,0.436
AK2,PCNA,protein-protein,0.422
MCM5,KIN5B,protein-protein,0.634
MCM5,KIN5C,protein-protein,0.833
TUFA,PCNA,protein-protein,0.407
PYRD,PCNA,protein-protein,0.444
UBC10,BRCA1,protein-protein,0.403
UBC10,PEX1,protein-protein,0.471
UBC11,BRCA1,protein-protein,0.403
UBC11,PEX1,protein-protein,0.471
MCM7,KIN5B,protein-protein,0.534
MCM7,KIN5C,protein-protein,0.6
RNR2A,KIN5B,protein-protein,0.462
RNR2A,KIN5C,protein-protein,0.462
RNR2A,GK3,protein-protein,0.952
RNR2A,GK-2,protein-protein,0.952
EMB1144,PCNA,protein-protein,0.49
KIN5C,KIN5B,protein-protein,0.409
KIN5C,EXO1,protein-protein,0.43
KIN5C,PCNA,protein-protein,0.459
KIN5C,POLA,protein-protein,0.462
KIN5C,MCM2,protein-protein,0.714
KIN5C,ATR,protein-protein,0.73
KIN5C,MCM3,protein-protein,0.802
KIN5C,MCM4,protein-protein,0.815
NBS1,UBC37,protein-protein,0.67
KIN5B,PCNA,protein-protein,0.401
KIN5B,EXO1,protein-protein,0.418
KIN5B,POLA,protein-protein,0.429
KIN5B,MCM4,protein-protein,0.572
KIN5B,MCM3,protein-protein,0.582
KIN5B,ATR,protein-protein,0.724
NRPB3,SDN5,protein-protein,0.45
NRPB3,ENO1,protein-protein,0.697
NRPD3B,ENO1,protein-protein,0.69
PYRE-F,NRPE1,protein-protein,0.476
NRPE1,SDN3,protein-protein,0.504
NRPE1,SDN5,protein-protein,0.668
POLK,RUB2,protein-protein,0.458
BRCA2B,UBC37,protein-protein,0.758
RECQL4A,DRD1,protein-protein,0.409
RUB2,PEX1,protein-protein,0.413
BRCA1,UBC37,protein-protein,0.403
BRCA1,VPS25,protein-protein,0.403
BRCA1,UBC27,protein-protein,0.487
OVA2,PCNA,protein-protein,0.419
PEX6,PCNA,protein-protein,0.414
PEX6,PEX1,protein-protein,0.999
VPS25,PEX1,protein-protein,0.471
UBC37,ATR,protein-protein,0.427
UBC37,PEX1,protein-protein,0.471
UBC37,UVH1,protein-protein,0.649
UBC35,PEX1,protein-protein,0.471
GK3,PCNA,protein-protein,0.429
GK3,DUT,protein-protein,0.442
ENO1,PCNA,protein-protein,0.424
PEX1,PCNA,protein-protein,0.414
RECQL3,DRD1,protein-protein,0.411
RH56,PCNA,protein-protein,0.421
RAD51D,DRD1,protein-protein,0.403
PYD1,PCNA,protein-protein,0.418
TOP3A,DRD1,protein-protein,0.44
GK-2,PCNA,protein-protein,0.429
GK-2,DUT,protein-protein,0.442
PCNA,AK3,protein-protein,0.418
PCNA,HEMB1,protein-protein,0.434
PCNA,DSK2B,protein-protein,0.522
ERCC1,DSK2B,protein-protein,0.512
SBE3,RMI1,protein-protein,0.459
SBE3,UROS,protein-protein,0.47
LYK3,FEN1,protein-protein,0.437
MLH3,RMI1,protein-protein,0.79
FANCM,RMI1,protein-protein,0.86
MSH2,RMI1,protein-protein,0.55
UROS,RMI1,protein-protein,0.55
UROS,FEN1,protein-protein,0.567
FEN1,RMI1,protein-protein,0.651
RAD51,RMI1,protein-protein,0.799
MUS81,RMI1,protein-protein,0.897
RMI1,XRCC3,protein-protein,0.44
RMI1,UVH1,protein-protein,0.478
RMI1,BRCA2B,protein-protein,0.641
RMI1,EXO1,protein-protein,0.711
RMI1,RAD51C,protein-protein,0.72
RMI1,MLH1,protein-protein,0.796
RMI1,TOP3A,protein-protein,0.94
RMI1,RECQL4A,protein-protein,0.954
POLA2,SWA1,protein-protein,0.405
POLA2,APC8,protein-protein,0.597
POLA2,APC2,protein-protein,0.726
MSH2,APC8,protein-protein,0.406
MCM2,APC8,protein-protein,0.406
THO2,MCM6,protein-protein,0.9
THO2,MCM2,protein-protein,0.902
THO2,MCM5,protein-protein,0.903
THO2,MCM4,protein-protein,0.904
THO2,MCM3,protein-protein,0.906
THO2,MCM7,protein-protein,0.907
THO2,THO5B,protein-protein,0.999
THO2,THO1,protein-protein,0.999
THO2,THO3,protein-protein,0.999
THO2,THO6,protein-protein,0.999
THO2,THO7B,protein-protein,0.999
KIN5A,FZR3,protein-protein,0.547
KIN5A,KIN14N,protein-protein,0.676
THO5B,MCM2,protein-protein,0.9
THO5B,MCM5,protein-protein,0.9
THO5B,MCM6,protein-protein,0.9
THO5B,MCM3,protein-protein,0.9
THO5B,MCM7,protein-protein,0.9
THO5B,MCM4,protein-protein,0.9
THO5B,THO7B,protein-protein,0.999
THO5B,THO3,protein-protein,0.999
THO5B,THO1,protein-protein,0.999
THO5B,THO6,protein-protein,0.999
MCM6,KIN14N,protein-protein,0.445
MCM6,THO7B,protein-protein,0.9
MCM6,THO3,protein-protein,0.9
MCM6,THO6,protein-protein,0.902
MCM6,THO1,protein-protein,0.902
MSH3,KIN14N,protein-protein,0.404
MCM5,FZR3,protein-protein,0.448
MCM5,KIN14N,protein-protein,0.501
MCM5,THO6,protein-protein,0.9
MCM5,THO7B,protein-protein,0.9
MCM5,THO3,protein-protein,0.903
MCM5,THO1,protein-protein,0.904
MCM7,THO3,protein-protein,0.9
MCM7,THO1,protein-protein,0.903
MCM7,THO7B,protein-protein,0.903
MCM7,THO6,protein-protein,0.904
KIN14N,MSH7,protein-protein,0.43
KIN14N,MCM2,protein-protein,0.442
KIN14N,MCM3,protein-protein,0.448
KIN14N,KIN5C,protein-protein,0.661
KIN5C,FZR3,protein-protein,0.478
MCM4,FZR3,protein-protein,0.529
MCM4,THO7B,protein-protein,0.9
MCM4,THO6,protein-protein,0.9
MCM4,THO3,protein-protein,0.9
MCM4,THO1,protein-protein,0.909
THO6,MCM2,protein-protein,0.9
THO6,THO1,protein-protein,0.999
THO6,THO7B,protein-protein,0.999
FZR3,MCM2,protein-protein,0.509
FZR3,APC8,protein-protein,0.994
THO1,MCM2,protein-protein,0.901
THO1,MCM3,protein-protein,0.909
THO1,THO7B,protein-protein,0.999
THO1,THO3,protein-protein,0.999
ABCG14,MCM2,protein-protein,0.412
THO3,MCM2,protein-protein,0.904
THO3,THO7B,protein-protein,0.999
MCM3,THO7B,protein-protein,0.9
MCM2,APRF1,protein-protein,0.548
MCM2,THO7B,protein-protein,0.9
APC8,MLH1,protein-protein,0.469
JHS1,RPS20A,protein-protein,0.432
JHS1,WRKY22,protein-protein,0.499
JHS1,MTACP2,protein-protein,0.638
RID1,RPS14B,protein-protein,0.41
RID1,BRR2B,protein-protein,0.495
RID1,RPS9C,protein-protein,0.539
RID1,RH38,protein-protein,0.582
RID1,RH42,protein-protein,0.67
NRPC1,WRKY22,protein-protein,0.434
NRPC1,RPS9M,protein-protein,0.671
RPP0A,ATPD,protein-protein,0.636
WRKY22,NRPA1,protein-protein,0.586
WRKY22,ATPD,protein-protein,0.588
BRR2B,RH42,protein-protein,0.735
RPL4,MTACP2,protein-protein,0.477
MTACP2,RPS20A,protein-protein,0.423
MTACP2,RPL17B,protein-protein,0.509
MTACP2,RPL9,protein-protein,0.539
MTACP2,ARP2,protein-protein,0.541
MTACP2,ARP1,protein-protein,0.553
MTACP2,RPL13AD,protein-protein,0.638
MTACP2,RPL13AC,protein-protein,0.641
MTACP2,RPL27,protein-protein,0.654
MTACP2,RPL11,protein-protein,0.66
MTACP2,RPL3B,protein-protein,0.712
MTACP2,RPL13,protein-protein,0.725
MTACP2,RPL21,protein-protein,0.834
MTACP2,RPL21M,protein-protein,0.845
ARP1,RH42,protein-protein,0.472
ARP1,ATPD,protein-protein,0.661
ARP2,RH42,protein-protein,0.472
ARP2,ATPD,protein-protein,0.661
RPL9,RPS9M,protein-protein,0.987
RPS20A,ATPD,protein-protein,0.695
RPL10AB,RPS9M,protein-protein,0.94
RPS12,ATPD,protein-protein,0.659
RH42,RPL3B,protein-protein,0.44
RH42,RH38,protein-protein,0.448
RPS9M,TOP3A,protein-protein,0.471
RPS9M,NRPA1,protein-protein,0.676
RPS9M,RPS14B,protein-protein,0.921
RPS9M,RPL1,protein-protein,0.958
RPL21M,RAD50,protein-protein,0.564
RPS14B,ATPD,protein-protein,0.534
RPL13AD,ATPD,protein-protein,0.561
RPL3B,ATPD,protein-protein,0.661
ATPD,RPL13AC,protein-protein,0.562
VHA-c4,ECA4,protein-protein,0.577
VHA-c4,VHA-H,protein-protein,0.974
VHA-a3,ECA4,protein-protein,0.406
VHA-a3,RPT2B,protein-protein,0.418
VHA-a3,VHA-H,protein-protein,0.995
VHA-d2,ECA4,protein-protein,0.583
VHA-d2,VHA-H,protein-protein,0.999
VHA-H,ECA4,protein-protein,0.51
VHA-H,VHA-c''2,protein-protein,0.996
VHA-H,VHA-D,protein-protein,0.999
RPT2B,ECA4,protein-protein,0.439
VHA-c''2,ECA4,protein-protein,0.716
ECA4,VHA-D,protein-protein,0.607
RABF2A,ALIS1,protein-protein,0.464
RABF2A,ALA1,protein-protein,0.614
ALA1,ALIS1,protein-protein,0.873
OST48,ALIS1,protein-protein,0.446
ALIS1,SYP71,protein-protein,0.414
ALIS1,ALA3,protein-protein,0.976
ALA1,ALIS3,protein-protein,0.866
OST48,ALIS3,protein-protein,0.461
ALIS3,VHA-D,protein-protein,0.469
ALIS3,ALA3,protein-protein,0.948
RABF2A,SYP32,protein-protein,0.781
RABF2A,VHA-a1,protein-protein,0.801
ALA1,PER31,protein-protein,0.405
ALA1,PTEN2A,protein-protein,0.422
ALA1,SYP32,protein-protein,0.432
ALA1,VHA-a1,protein-protein,0.438
ALA1,VTI12,protein-protein,0.64
VHA-a1,VTI12,protein-protein,0.779
VHA-a1,SYP32,protein-protein,0.817
SYP32,VTI12,protein-protein,0.991
HSP90-6,MKK6,protein-protein,0.525
HSP90-6,RAR1,protein-protein,0.964
MAPKKK17,MKK6,protein-protein,0.437
MAPKKK17,MPK3,protein-protein,0.483
MAPKKK17,MPK7,protein-protein,0.525
MAPKKK17,MAPKKK18,protein-protein,0.93
MEKK1,MPK16,protein-protein,0.496
MEKK1,MPK7,protein-protein,0.505
MEKK1,RAR1,protein-protein,0.574
MEKK1,RPM1,protein-protein,0.724
MEKK1,MKK6,protein-protein,0.952
MPK3,YDA,protein-protein,0.494
